Rk,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ALL NBA
212,Udonis Haslem,C,40,MIA,1,0,3,54.6,1,0,0,0,37.5,19.1,0,0,0,0,30.1,0,0,0,0.475,24.1,7,31.1,0,0
213,Jaxson Hayes,C,20,NOP,60,3,964,19.1,0.675,0.05,0.429,10.4,18.6,14.5,5.2,1.2,3.7,10.5,16.2,2.6,1,3.5,0.176,0.6,0,0.6,0.6,0
214,Killian Hayes,PG,19,DET,26,18,670,5.3,0.422,0.358,0.085,1,10.6,5.7,29.7,2,1.3,28.5,19,-1.8,0.6,-1.1,-0.081,-6.3,-0.9,-7.2,-0.9,0
215,Gordon Hayward,SF,30,CHO,44,44,1496,17.6,0.584,0.312,0.281,2.6,16.3,9.3,19.5,1.7,0.9,11,23.9,2.2,1.4,3.5,0.114,1.6,-0.1,1.6,1.4,0
216,Juancho Hernangómez,PF,25,MIN,52,6,900,12.1,0.549,0.562,0.324,5.2,20,12.3,5.6,1,0.7,7.3,17.2,0.6,0.5,1.1,0.06,-1.1,-1.8,-2.9,-0.2,0
217,Willy Hernangómez,C,26,NOP,47,12,846,19.6,0.591,0.037,0.347,15,27.8,21.4,8.5,1.2,2.6,9.9,17,1.9,1,2.9,0.163,1,-1,0,0.4,0
218,Tyler Herro,SG,21,MIA,54,15,1635,13.3,0.543,0.425,0.167,1.8,16.7,9.4,18,1.1,1.1,11.9,23.5,0.1,1.6,1.7,0.049,-0.3,-1,-1.3,0.3,0
219,Buddy Hield,SG,28,SAC,71,71,2433,12.8,0.567,0.727,0.105,1.3,14.1,7.6,14.7,1.2,1,11.1,20.7,1.5,0.7,2.2,0.044,1,-1.6,-0.6,0.9,0
220,George Hill,PG,34,TOT,30,17,672,13.1,0.596,0.406,0.254,2.6,7.2,4.9,16,1.6,0.7,12.4,15.9,0.9,0.6,1.4,0.1,-1,-0.2,-1.2,0.1,0
220,George Hill,PG,34,OKC,14,14,369,15.9,0.63,0.475,0.208,2.2,6,4.1,18.2,1.5,0.5,8.4,16.5,0.8,0.2,1,0.129,0.9,0.1,1,0.3,0
220,George Hill,PG,34,PHI,16,3,303,9.7,0.545,0.299,0.325,3,8.6,5.8,13.3,1.8,0.9,17.8,15.2,0,0.4,0.4,0.065,-3.3,-0.5,-3.9,-0.1,0
221,Solomon Hill,PF,29,ATL,71,16,1513,6.7,0.498,0.711,0.154,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,0.1,1.2,1.3,0.04,-3,0.5,-2.5,-0.2,0
222,Nate Hinton,SG,21,DAL,21,0,93,10.4,0.442,0.452,0.238,1.2,9.4,5.3,12.4,3.7,2,9.7,24.4,-0.2,0.1,0,-0.015,-4.5,1,-3.4,0,0
223,Jaylen Hoard,SF,21,OKC,19,0,320,13.4,0.547,0.125,0.466,6.7,14.5,10.6,11.2,1.9,1.4,13.8,16.3,0.2,0.3,0.5,0.07,-2.2,-0.3,-2.5,0,0
224,Aaron Holiday,PG,24,IND,66,8,1176,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,0
225,Jrue Holiday,PG,30,MIL,59,56,1907,20,0.592,0.344,0.165,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,4.3,2.2,6.6,0.165,2.8,0.6,3.4,2.6,0
226,Justin Holiday,SG,31,IND,72,52,2183,10.4,0.571,0.725,0.136,1.6,11.1,6.4,7,1.6,1.5,7.5,14,1.4,1.8,3.1,0.069,-0.9,-0.1,-1,0.6,0
227,Rondae Hollis-Jefferson,PF,26,POR,11,1,107,14.4,0.539,0.056,0.889,10.7,15.4,13,15.7,0.9,3.4,7.4,10.9,0.3,0.1,0.3,0.147,-1.1,1.2,0.1,0.1,0
228,Richaun Holmes,C,27,SAC,61,61,1782,20.2,0.669,0.019,0.296,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,4.7,1.4,6.1,0.165,0.6,0,0.6,1.2,0
229,Rodney Hood,SF,28,TOT,55,5,942,5.6,0.452,0.435,0.108,2.6,9.4,5.9,7.5,1.2,0.7,11.7,14.1,-0.7,0.3,-0.4,-0.019,-4.9,-1.4,-6.4,-1,0
229,Rodney Hood,SF,28,POR,38,5,726,5,0.436,0.418,0.06,2.6,8.3,5.4,8.5,1.3,0.5,13.1,14.1,-0.7,0.2,-0.5,-0.034,-5.3,-1.5,-6.8,-0.9,0
229,Rodney Hood,SF,28,TOR,17,0,216,7.5,0.5,0.492,0.271,2.5,13.2,7.6,3.8,0.9,1.4,7,14.2,0,0.1,0.1,0.029,-3.6,-1.4,-4.9,-0.2,0
230,Al Horford,C,34,OKC,28,28,782,17.4,0.538,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,0.8,0.9,1.6,0.101,2,1.4,3.4,1.1,0
231,Talen Horton-Tucker,SG,20,LAL,65,4,1304,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,-0.1,2.2,2.1,0.078,-2.6,1.5,-1.2,0.3,0
232,Danuel House Jr.,SF,27,HOU,36,23,932,9.1,0.525,0.574,0.232,2,13.6,7.5,10.6,1,1.5,10.7,15.3,0,0.5,0.5,0.026,-2.8,-0.7,-3.5,-0.3,0
233,Dwight Howard,C,35,PHI,69,6,1196,17.8,0.61,0.066,0.693,17.8,35.3,26.7,7.2,1.2,4.7,22.1,18.2,1.3,2.6,4,0.159,-2.1,0.6,-1.5,0.1,0
234,Markus Howard,SG,21,DEN,37,1,205,6.4,0.477,0.613,0.085,0.6,11,5.8,12.6,1,0.5,14.1,27.2,-0.4,0.1,-0.3,-0.068,-5.5,-3.2,-8.7,-0.3,0
235,Kevin Huerter,SG,22,ATL,69,49,2126,12.2,0.541,0.528,0.088,2,9.7,6,16.3,1.9,0.7,9.4,17.2,1.9,1.7,3.6,0.08,-0.6,0.4,-0.3,1,0
236,Elijah Hughes,SF,22,UTA,18,0,64,8.4,0.488,0.767,0.133,1.7,12.7,7.5,13.4,0.8,1.3,15.9,25.4,-0.1,0.1,0,-0.013,-1.4,-1.3,-2.8,0,0
237,De'Andre Hunter,SF,23,ATL,23,19,678,15.7,0.603,0.383,0.343,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,1.2,0.6,1.7,0.123,0.6,0.6,1.2,0.5,0
238,Chandler Hutchison,SF,24,TOT,25,1,346,6.8,0.469,0.214,0.243,1.9,22.2,12.1,6.3,1.6,1.2,14.9,16.2,-0.5,0.4,-0.1,-0.007,-5.7,0.2,-5.6,-0.3,0
238,Chandler Hutchison,SF,24,CHI,7,0,64,0.4,0.344,0.167,0.111,1.8,32.6,17.3,7.9,0.8,0,20.9,16.2,-0.2,0.1,-0.1,-0.103,-9.3,-0.7,-10,-0.1,0
238,Chandler Hutchison,SF,24,WAS,18,1,282,8.2,0.494,0.224,0.271,1.9,19.9,10.9,6,1.8,1.5,13.6,16.2,-0.2,0.3,0.1,0.014,-4.9,0.3,-4.5,-0.2,0
239,Serge Ibaka,C,31,LAC,41,39,955,18.2,0.585,0.315,0.145,8.9,23.1,16.2,11.5,0.5,4.4,10.2,20.1,1.7,1.3,3,0.15,1.2,0.2,1.4,0.8,0
240,Andre Iguodala,SF,37,MIA,63,5,1339,9.2,0.519,0.734,0.153,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,-0.1,1.8,1.7,0.062,-2.2,1.8,-0.4,0.5,0
241,Ersan İlyasova,PF,33,UTA,17,1,148,12.1,0.578,0.759,0.093,5.3,15.1,10.4,3.8,3.3,1.6,12.5,18.7,0.1,0.3,0.4,0.122,-2.5,1.7,-0.9,0,0
242,Joe Ingles,SF,33,UTA,67,30,1867,15.9,0.672,0.722,0.16,1.6,11.8,6.9,24,1.2,0.5,16.3,16.6,4.7,2.3,7,0.18,2.6,0.9,3.5,2.6,0
243,Brandon Ingram,SF,23,NOP,61,61,2093,19.2,0.584,0.341,0.291,1.8,13.7,7.8,22.4,1,1.6,11,28,3.9,1.3,5.3,0.12,3.3,-1.1,2.2,2.2,0
244,Kyrie Irving,PG,28,BRK,54,54,1886,24.4,0.614,0.348,0.201,3.2,11.4,7.5,28.6,1.9,1.7,9.9,30.4,5.8,1.6,7.4,0.189,5.7,-0.2,5.5,3.6,1
245,Wes Iwundu,SF,26,TOT,41,4,539,4.3,0.428,0.402,0.304,3,15.2,9.1,4.2,1.4,0.7,14.1,10.8,-0.5,0.4,0,-0.003,-6.1,-0.3,-6.3,-0.6,0
245,Wes Iwundu,SF,26,DAL,23,3,288,4.9,0.421,0.442,0.269,2.3,14.4,8.4,4.4,1.5,1,9.4,9.9,-0.2,0.3,0.1,0.015,-5.5,0.5,-4.9,-0.2,0
245,Wes Iwundu,SF,26,NOP,18,1,251,3.7,0.435,0.36,0.34,3.9,16,9.9,3.9,1.1,0.4,18.4,11.8,-0.3,0.2,-0.1,-0.025,-6.8,-1.2,-7.9,-0.4,0
246,Frank Jackson,PG,22,DET,40,6,738,13.2,0.598,0.512,0.256,2.2,10.8,6.5,7.9,1,0.1,9.4,21.3,0.7,0.4,1.2,0.076,-0.1,-1.6,-1.7,0.1,0
247,Jaren Jackson Jr.,C,21,MEM,11,4,258,18,0.551,0.48,0.336,6.9,18.7,12.7,6.8,2.2,6.3,9.5,25.9,0.2,0.5,0.7,0.123,-0.7,0.7,0.1,0.1,0
248,Josh Jackson,SG,23,DET,62,25,1560,12,0.516,0.364,0.308,4,14.2,9.1,15.1,1.7,2.6,15,26.5,-1.6,1.7,0.1,0.004,-2.5,-0.5,-3,-0.4,0
249,Justin Jackson,SF,25,TOT,34,3,577,10.4,0.516,0.529,0.167,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,-0.1,0.3,0.2,0.018,-2.3,-1.2,-3.5,-0.2,0
249,Justin Jackson,SF,25,OKC,33,3,544,10.7,0.519,0.524,0.165,2.6,11,6.8,14.5,1.3,0.3,12,20.2,-0.1,0.3,0.2,0.019,-2.3,-1,-3.2,-0.2,0
249,Justin Jackson,SF,25,MIL,1,0,33,5.8,0.455,0.667,0.222,6.6,12.3,9.6,3.6,0,0,9.2,13.8,0,0,0,0.006,-3.2,-4.8,-8,0,0
250,Reggie Jackson,SG,30,LAC,67,43,1544,14.2,0.576,0.482,0.14,1.8,11.9,7,19,1.3,0.4,10.6,19.9,2.3,1.4,3.7,0.115,0.6,-0.2,0.4,0.9,0
251,Justin James,SF,24,SAC,36,0,310,11.3,0.548,0.342,0.324,3.2,7.6,5.4,9.9,1.2,0.8,10.6,19.7,0.1,0,0.1,0.02,-2,-2.3,-4.3,-0.2,0
252,LeBron James,PG,36,LAL,45,45,1504,24.2,0.602,0.346,0.31,2.2,23.6,12.9,41.8,1.6,1.5,15.2,31.9,3,2.6,5.6,0.179,5.9,2.3,8.1,3.8,1
253,Mike James,PG,30,BRK,13,1,236,11.9,0.481,0.337,0.293,1.5,12.9,7.5,30.6,1.2,0.4,16.1,22.9,0,0.1,0.1,0.028,-2.1,-2.3,-4.4,-0.1,0
254,DaQuan Jeffries,SG,23,TOT,31,5,493,7.9,0.514,0.558,0.067,4.1,11.8,7.8,6.1,1.4,1.8,10.2,11.9,0,0.2,0.3,0.027,-3.6,-1.1,-4.7,-0.3,0
254,DaQuan Jeffries,SG,23,SAC,18,2,232,7.2,0.524,0.491,0.123,4.2,9.7,6.9,3.3,1.4,1.5,11.8,12.6,0,0.1,0,0.008,-3.7,-1.6,-5.3,-0.2,0
254,DaQuan Jeffries,SG,23,HOU,13,3,261,8.5,0.504,0.619,0.016,3.9,13.6,8.6,8.6,1.5,2.1,8.6,11.3,0.1,0.2,0.2,0.043,-3.5,-0.6,-4.2,-0.1,0
255,Ty Jerome,SG,23,OKC,33,1,788,13.4,0.585,0.585,0.118,1.3,10.8,6,23.7,1.2,0.7,13.5,18.8,0.9,0.4,1.3,0.079,0.1,-0.8,-0.7,0.3,0
256,Isaiah Joe,SG,21,PHI,41,1,383,9.5,0.533,0.797,0.18,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,0.2,0.4,0.6,0.078,-2,-1,-3,-0.1,0
257,Alize Johnson,PF,24,BRK,18,0,189,23.5,0.638,0.088,0.191,16.6,35,26.3,10.9,1.3,2.3,10.9,19.1,0.6,0.3,0.9,0.227,2.7,0,2.7,0.2,0
258,Cameron Johnson,PF,24,PHO,60,11,1437,11.8,0.563,0.694,0.122,2.6,12.9,7.9,8,1.3,1,7.3,17,1.2,1.4,2.6,0.086,0,-0.2,-0.2,0.7,0
259,James Johnson,PF,33,TOT,51,12,1043,11.4,0.51,0.367,0.232,3.4,15.1,9.3,12.9,2,3.8,13.2,17.1,-0.1,1.3,1.2,0.055,-2.7,1.5,-1.2,0.2,0
259,James Johnson,PF,33,DAL,29,1,504,12.2,0.526,0.414,0.2,3.1,15.6,9.4,13.7,2.3,4.2,14.6,16.2,0,0.7,0.8,0.073,-2,2.5,0.5,0.3,0
259,James Johnson,PF,33,NOP,22,11,539,10.6,0.498,0.33,0.258,3.6,14.7,9.2,12.2,1.6,3.3,12.1,18,-0.1,0.5,0.4,0.039,-3.3,0.5,-2.7,-0.1,0
260,Keldon Johnson,SF,21,SAS,69,67,1968,13.8,0.557,0.257,0.278,4.9,17.6,11.1,8.9,1,1,9,19.2,1.6,1.7,3.3,0.079,-0.9,-0.7,-1.6,0.2,0
261,Stanley Johnson,PF,24,TOR,61,13,1006,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12,2.5,1.8,17.4,13.4,-0.1,1.1,1,0.048,-3.8,1.2,-2.5,-0.1,0
262,Tyler Johnson,SG,28,BRK,39,3,684,8.2,0.546,0.721,0.115,1,10.9,6.2,8.7,1,0,8.1,13.3,0.4,0.3,0.7,0.049,-2.4,-1,-3.4,-0.2,0
263,Nikola Jokić,C,25,DEN,72,72,2488,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,15.6,0.301,9.1,3,12.1,8.8,1
264,Damian Jones,C,25,TOT,39,10,547,14.6,0.712,0.049,0.563,7.3,17.4,12.3,7,1,4.6,16.8,12.3,1,0.5,1.6,0.138,-2.2,0.8,-1.4,0.1,0
264,Damian Jones,C,25,PHO,14,0,94,6.7,0.528,0.063,0.688,8.6,13,10.9,5.3,0.5,4.8,22.4,12.7,0,0.1,0.1,0.043,-7,1.1,-5.9,-0.1,0
264,Damian Jones,C,25,LAL,8,6,112,17.1,0.965,0,0.706,8.1,18,13,1.3,0.4,5.6,18.3,10.6,0.4,0.2,0.5,0.235,-2,1.8,-0.2,0.1,0
264,Damian Jones,C,25,SAC,17,4,341,15.9,0.691,0.057,0.5,6.7,18.5,12.5,9.4,1.3,4.2,14.9,12.7,0.7,0.2,0.9,0.132,-1,0.3,-0.6,0.1,0
265,Derrick Jones Jr.,SF,23,POR,58,43,1318,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.4,0,-1.4,0.2,0
266,Mason Jones,SG,22,TOT,32,1,334,12.1,0.556,0.537,0.52,2.2,16,8.8,18.9,1,0.3,16.1,23,0,0.2,0.2,0.028,-1.4,-1.2,-2.7,-0.1,0
266,Mason Jones,SG,22,HOU,26,1,307,11.1,0.546,0.561,0.5,1.3,17,8.9,19.1,0.9,0.3,16.8,23.1,-0.1,0.1,0,0.007,-1.9,-1.4,-3.3,-0.1,0
266,Mason Jones,SG,22,PHI,6,0,27,23.5,0.662,0.222,0.778,12.5,4,8.2,16.6,1.8,0,7.6,20.8,0.1,0,0.2,0.27,4.6,0.2,4.8,0,0
267,Tre Jones,PG,21,SAS,37,1,269,12.1,0.544,0.064,0.244,3.1,5.2,4.2,20,1.4,0,13.1,16.1,0.2,0.1,0.4,0.066,-2.2,-1.3,-3.5,-0.1,0
268,Tyus Jones,PG,24,MEM,70,9,1222,15,0.511,0.339,0.109,1.8,10.4,6.1,28.6,2.5,0.4,10,16.6,1.5,1.3,2.8,0.11,-0.1,0.9,0.8,0.9,0
269,DeAndre Jordan,C,32,BRK,57,43,1246,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.4,1.5,3.9,0.152,0.1,1,1,0.9,0
270,Cory Joseph,PG,29,TOT,63,13,1446,12.5,0.556,0.31,0.207,2.7,9.7,6.1,21.4,2,1.1,14.5,16.3,1.3,0.8,2.1,0.069,-1.8,0,-1.8,0.1,0
270,Cory Joseph,PG,29,SAC,44,2,944,9.9,0.534,0.376,0.188,2.9,8.8,5.8,14.9,2,0.8,14,14.3,0.4,0.3,0.7,0.037,-3,-0.3,-3.3,-0.3,0
270,Cory Joseph,PG,29,DET,19,11,502,17.3,0.588,0.216,0.233,2.2,11.2,6.6,33.7,2.1,1.6,15.3,19.9,0.8,0.5,1.4,0.13,0.5,0.4,0.9,0.4,0
271,Mfiondu Kabengele,PF,23,TOT,39,0,280,9.5,0.486,0.562,0.225,4.7,19.4,12,8.7,1.4,4.1,13.3,17.7,-0.2,0.3,0.2,0.026,-4.3,0.1,-4.3,-0.2,0
271,Mfiondu Kabengele,PF,23,LAC,23,0,94,1.4,0.39,0.563,0.188,1.2,15.1,8.4,6.9,1.1,2.8,14.8,19.2,-0.3,0.1,-0.1,-0.075,-9.2,-0.9,-10.1,-0.2,0
271,Mfiondu Kabengele,PF,23,CLE,16,0,186,13.7,0.538,0.561,0.246,6.5,21.6,13.8,9.7,1.6,4.8,12.5,16.9,0.1,0.2,0.3,0.078,-1.9,0.6,-1.3,0,0
272,Frank Kaminsky,C,27,PHO,47,13,715,15.8,0.547,0.331,0.233,5.8,23.7,14.9,15.3,1,2.1,7.2,19,1.1,0.9,2,0.133,0.4,0.8,1.3,0.6,0
273,Luke Kennard,SG,24,LAC,63,17,1232,12.7,0.608,0.541,0.075,1.4,13,7.3,11.9,0.9,0.7,10.1,17.1,1.6,1.1,2.7,0.105,0.3,-0.5,-0.2,0.6,0
274,Louis King,SF,21,SAC,6,1,85,21.2,0.6,0.324,0.176,6.4,17.2,11.8,15.4,4,3,9.8,20.6,0.2,0.1,0.3,0.16,2.3,2.5,4.9,0.1,0
275,Maxi Kleber,PF,29,DAL,50,40,1341,10.6,0.606,0.771,0.135,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,1.6,1.3,2.9,0.103,-0.5,0.5,0,0.7,0
276,Nathan Knight,PF,23,ATL,33,0,279,13.9,0.499,0.33,0.55,10.8,17.3,14.1,4,1.6,3.2,10.8,21.7,0.1,0.3,0.4,0.07,-2.6,-1,-3.7,-0.1,0
277,Kevin Knox,SF,21,NYK,42,0,464,9.1,0.537,0.622,0.14,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,0,0.6,0.6,0.065,-1.7,0.4,-1.4,0.1,0
278,John Konchar,SG,24,MEM,43,0,575,14.8,0.608,0.406,0.217,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,0.9,0.8,1.7,0.145,-0.2,1.4,1.2,0.5,0
279,Furkan Korkmaz,SG,23,PHI,55,11,1062,12.8,0.544,0.634,0.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,0.6,1.5,2,0.092,-0.3,0.2,-0.1,0.5,0
280,Luke Kornet,C-PF,25,TOT,31,2,348,13.3,0.511,0.584,0.059,4.4,17,10.7,9.5,0.6,8.5,6.3,13.7,0.2,0.5,0.7,0.095,-0.8,1.6,0.8,0.3,0
280,Luke Kornet,PF,25,CHI,13,0,94,9.8,0.452,0.852,0.148,1.2,16.3,8.8,5.5,1,6.5,3.4,13.7,0,0.1,0.1,0.047,-0.6,1.3,0.6,0.1,0
280,Luke Kornet,C,25,BOS,18,2,254,14.5,0.534,0.486,0.027,5.7,17.2,11.4,10.9,0.4,9.2,7.4,13.7,0.3,0.3,0.6,0.113,-0.8,1.8,0.9,0.2,0
281,Rodions Kurucs,SF-PF,22,TOT,21,0,125,6.3,0.459,0.656,0.125,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,-0.3,0.2,-0.1,-0.041,-6.4,1.8,-4.6,-0.1,0
281,Rodions Kurucs,PF,22,BRK,5,0,16,7.7,0.5,0.667,0,0,19.7,10.4,15.1,0,0,0,8.2,0,0,0,0.082,-0.8,0.8,0,0,0
281,Rodions Kurucs,SF,22,HOU,11,0,75,0.8,0.297,0.714,0.095,2.7,13.4,7.8,7.1,3.8,4.8,29.1,17.5,-0.4,0.1,-0.3,-0.176,-10.1,1.5,-8.6,-0.1,0
281,Rodions Kurucs,SF,22,MIL,5,0,34,17.9,0.845,0.5,0.25,9.6,17.9,13.9,15,4.1,0,31.1,15.9,0.1,0.1,0.1,0.199,-0.9,3.1,2.2,0,0
282,Kyle Kuzma,SF,25,LAL,68,32,1954,12.7,0.546,0.502,0.128,6.3,17.7,12,9.8,0.9,1.9,12.4,20.3,0.4,2.9,3.3,0.08,-0.4,-0.1,-0.4,0.8,0
283,Anthony Lamb,SF,23,HOU,24,3,415,8.7,0.523,0.602,0.178,6.7,11.5,9,7.9,0.7,1.1,13,15,0.1,0.1,0.2,0.023,-3.4,-2.7,-6.1,-0.4,0
284,Jeremy Lamb,SG,28,IND,36,8,765,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,1.2,0.9,2.1,0.132,0.7,0.7,1.4,0.7,0
285,Romeo Langford,SG,21,BOS,18,4,283,5.1,0.436,0.305,0.203,4.7,9.1,6.9,5.9,1,1.7,13.5,11.3,-0.2,0.2,0,0.003,-4.9,0.2,-4.6,-0.2,0
286,Zach LaVine,SG,25,CHI,58,58,2034,21.5,0.634,0.425,0.265,2,13.6,7.9,23.4,1.1,1.2,13.9,31,4,1.8,5.9,0.138,4.9,-0.8,4,3.1,0
287,Jake Layman,SF,26,MIN,45,11,627,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,0.051,-2.2,0.2,-2.1,0,0
288,T.J. Leaf,PF,23,POR,7,0,35,11.2,0.551,0,0.2,0,15.7,7.6,4,2.8,2.6,15.5,15.8,0,0,0,0.022,-3.9,0.9,-3,0,0
289,Jalen Lecque,PG,20,IND,4,0,12,4.7,0.242,0.111,0.333,18.2,27,22.6,20.6,0,0,0,36.6,-0.1,0,-0.1,-0.232,-6.6,-6.3,-13,0,0
290,Damion Lee,SG,28,GSW,57,1,1079,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.4,1.3,2.7,0.119,-0.7,0.9,0.2,0.6,0
291,Saben Lee,PG,21,DET,48,7,781,13.8,0.536,0.11,0.424,2.8,11.1,6.9,33.2,2,1.5,18.1,17,0.7,0.8,1.5,0.091,-2.1,0.2,-2,0,0
292,Alex Len,C,27,TOT,64,42,979,16.4,0.643,0.09,0.417,8.5,19.7,14.1,7,0.9,5.6,14.3,16.3,1.5,1.3,2.7,0.133,-1.2,1,-0.1,0.5,0
292,Alex Len,C,27,TOR,7,2,76,4.3,0.633,0.6,0.6,0,16.5,8,5.2,0.6,7.9,38.8,11.7,-0.1,0.1,-0.1,-0.033,-6.5,2.5,-4,0,0
292,Alex Len,C,27,WAS,57,40,903,17.5,0.643,0.071,0.41,9.2,20,14.6,7.2,1,5.4,12.9,16.7,1.6,1.2,2.8,0.147,-0.7,0.9,0.2,0.5,0
293,Kawhi Leonard,SF,29,LAC,52,52,1773,26,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,6.4,2.4,8.8,0.238,6,1.3,7.3,4.2,1
294,Meyers Leonard,C,28,MIA,3,2,29,6.6,0.635,1,0.286,0,27.1,13.8,9.7,0,0,20.2,15.4,0,0,0,0.038,-3.3,-0.4,-3.7,0,0
295,Caris LeVert,SG,26,TOT,47,39,1486,17.8,0.531,0.317,0.221,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,0.9,1.5,2.4,0.077,0.9,-0.5,0.4,0.9,0
295,Caris LeVert,SG,26,BRK,12,4,334,19.1,0.516,0.315,0.17,3.5,13.2,8.6,34.1,1.9,1.6,10.8,31.5,0.3,0.3,0.6,0.084,2.1,-0.6,1.5,0.3,0
295,Caris LeVert,SG,26,IND,35,35,1152,17.4,0.535,0.318,0.238,2.2,13,7.6,22.9,2.2,1.7,10.1,27.9,0.6,1.2,1.8,0.075,0.5,-0.5,0,0.6,0
296,Kira Lewis Jr.,PG,19,NOP,54,0,904,10.3,0.477,0.356,0.151,1.4,7.1,4.3,18.7,2,1,8.6,18.3,0.2,0.6,0.9,0.045,-3.2,-0.2,-3.4,-0.3,0
297,Damian Lillard,PG,30,POR,67,67,2398,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,10.4,0.209,7.5,-1.3,6.3,5,1
298,Nassir Little,PF,20,POR,48,2,640,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,0.9,0.2,1.1,0.082,-1.1,-1.6,-2.7,-0.1,0
299,Kevon Looney,C,24,GSW,61,34,1161,11.9,0.575,0.086,0.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,2,1.4,3.4,0.139,-1.8,1,-0.9,0.3,0
300,Brook Lopez,C,32,MIL,70,70,1902,15.4,0.611,0.439,0.222,6,13,9.6,3.5,1,4.8,8.3,16.9,3.1,2.2,5.3,0.133,0,0,0,0.9,0
301,Robin Lopez,C,32,WAS,71,9,1354,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,2.8,0.9,3.7,0.131,0.2,-1.2,-1,0.4,0
302,Didi Louzada,SF,21,NOP,3,0,56,-0.9,0.308,0.615,0,1.9,3.9,2.9,6.5,1.7,0,18.8,12,-0.1,0,-0.1,-0.099,-7.8,-1.8,-9.6,-0.1,0
303,Kevin Love,PF,32,CLE,25,25,622,15.1,0.556,0.619,0.202,3,31.2,16.7,16,1.3,0.3,12.2,21.9,0.3,0.6,0.9,0.073,0.9,-0.9,-0.1,0.3,0
304,Kyle Lowry,PG,34,TOR,46,46,1601,16.5,0.593,0.555,0.268,2.3,15.1,8.5,31.8,1.4,0.9,15.9,21.4,2.9,1.3,4.1,0.124,2,-0.4,1.6,1.5,0
305,Timothé Luwawu-Cabarrot,SF,25,BRK,58,7,1050,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,-0.3,0.7,0.3,0.015,-3.2,-1.2,-4.4,-0.6,0
306,Trey Lyles,PF,25,SAS,23,9,358,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,0.3,0.3,0.6,0.085,-1.3,-0.5,-1.8,0,0
307,Will Magnay,C,22,NOP,1,0,3,-35.1,0,1,0,0,0,0,0,0,0,50,28,0,0,0,-0.787,-30.7,-8.6,-39.3,0,0
308,Thon Maker,C,23,CLE,8,0,76,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,0.2,0.1,0.3,0.174,-0.3,1.1,0.7,0.1,0
309,Théo Maledon,PG,19,OKC,65,49,1778,8.2,0.489,0.51,0.22,1.4,11,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4,-1,-5,-1.3,0
